text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category,emoji_count,emoticon_count,punct_count,char_count,text_clean,text_nostop
"Je ne mérite pas le bonheur, cette culpabilité me ronge chaque jour.",12,French,Self-Reflection/Growth,adult (30-45),primary education,formal,forum post,Unhealthy,between 9 and 15 words,9-15 words,0,0,2,68,je ne mérite pas le bonheur cette culpabilité me ronge chaque jour,mérite pas bonheur cette culpabilité ronge chaque jour
"Je me juge si sévèrement, chaque jour est une bataille avec moi-même.",12,French,Self-Reflection/Growth,middle-aged (46-60),university student,neutral,social media post,Unhealthy,between 9 and 15 words,9-15 words,0,0,3,69,je me juge si sévèrement chaque jour est une bataille avec moimême,juge sévèrement chaque jour est une bataille avec moimême
Je me regarde dans le miroir et vois un échec total.,11,French,Self-Reflection/Growth,adult (30-45),postgraduate,casual,anonymous blog post,Unhealthy,between 9 and 15 words,9-15 words,0,0,1,52,je me regarde dans le miroir et vois un échec total,regarde dans miroir vois échec total
"Parfois je me regarde dans le miroir et je ne me reconnais plus. C'est comme si mon âme était partie, laissant juste une coquille vide.",25,French,Self-Reflection/Growth,young adult (20-29),postgraduate,very informal with slang,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,135,parfois je me regarde dans le miroir et je ne me reconnais plus cest comme si mon âme était partie laissant juste une coquille vide,parfois regarde dans miroir reconnais plus cest comme mon âme était partie laissant juste une coquille vide
"Je suis tellement épuisée de jouer à être normale. Chaque sourire est un masque, chaque rire est forcé. Je mérite même pas d'être ici tbh.",25,French,Self-Reflection/Growth,young adult (20-29),postgraduate,very informal with slang,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,138,je suis tellement épuisée de jouer à être normale chaque sourire est un masque chaque rire est forcé je mérite même pas dêtre ici tbh,suis tellement épuisée jouer être normale chaque sourire est masque chaque rire est forcé mérite même pas dêtre ici tbh
"La culpabilité me bouffe tellement que même respirer devient un crime. Genre, pourquoi j'ai le droit d'exister quand je suis qu'un échec?",22,French,Self-Reflection/Growth,young adult (20-29),postgraduate,very informal with slang,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,6,137,la culpabilité me bouffe tellement que même respirer devient un crime genre pourquoi jai le droit dexister quand je suis quun échec,culpabilité bouffe tellement que même respirer devient crime genre pourquoi jai droit dexister quand suis quun échec
Parfois je me déteste tellement. Chaque erreur que je fais me rappelle à quel point je suis nulle. Je mérite même pas d'être à l'université tbh.,26,French,Self-Reflection/Growth,teenager (13-19),university student,very informal with slang,forum post,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,144,parfois je me déteste tellement chaque erreur que je fais me rappelle à quel point je suis nulle je mérite même pas dêtre à luniversité tbh,parfois déteste tellement chaque erreur que fais rappelle quel point suis nulle mérite même pas dêtre luniversité tbh
"C'est ouf comment je me sens coincée dans ma propre tête. Genre, je veux juste arrêter de me blâmer h24 mais jsp comment faire autrement.",25,French,Self-Reflection/Growth,teenager (13-19),university student,very informal with slang,forum post,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,137,cest ouf comment je me sens coincée dans ma propre tête genre je veux juste arrêter de me blâmer h24 mais jsp comment faire autrement,cest ouf comment sens coincée dans propre tête genre veux juste arrêter blâmer h24 mais jsp comment faire autrement
"Mes parents ont tellement sacrifié pour moi et je les déçois constamment. Cette culpabilité me bouffe de l'intérieur, c'est insupportable mdr.",21,French,Self-Reflection/Growth,teenager (13-19),university student,very informal with slang,forum post,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,142,mes parents ont tellement sacrifié pour moi et je les déçois constamment cette culpabilité me bouffe de lintérieur cest insupportable mdr,mes parents ont tellement sacrifié pour moi les déçois constamment cette culpabilité bouffe lintérieur cest insupportable mdr
"Chaque matin, je me regarde dans le miroir et je ne vois qu'une personne inutile. Je me demande pourquoi je continue, pourquoi je mérite d'être ici.",26,French,Self-Reflection/Growth,middle-aged (46-60),primary education,neutral,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,6,148,chaque matin je me regarde dans le miroir et je ne vois quune personne inutile je me demande pourquoi je continue pourquoi je mérite dêtre ici,chaque matin regarde dans miroir vois quune personne inutile demande pourquoi continue pourquoi mérite dêtre ici
La culpabilité me ronge comme un poison. Même les moments simples avec la famille deviennent difficiles. Je sens que je les déçois constamment.,23,French,Self-Reflection/Growth,middle-aged (46-60),primary education,neutral,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,143,la culpabilité me ronge comme un poison même les moments simples avec la famille deviennent difficiles je sens que je les déçois constamment,culpabilité ronge comme poison même les moments simples avec famille deviennent difficiles sens que les déçois constamment
"Je voudrais tant être normale, comme les autres. Cette obscurité en moi, c'est un fardeau que je porte seule. Personne ne peut comprendre.",23,French,Self-Reflection/Growth,middle-aged (46-60),primary education,neutral,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,6,138,je voudrais tant être normale comme les autres cette obscurité en moi cest un fardeau que je porte seule personne ne peut comprendre,voudrais tant être normale comme les autres cette obscurité moi cest fardeau que porte seule personne peut comprendre
"Chaque matin, je me regarde dans le miroir et je ne vois qu'un échec. Mes études, ma vie, tout semble vide. Je ne mérite même pas d'être ici.",28,French,Self-Reflection/Growth,adult (30-45),university student,casual,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,8,141,chaque matin je me regarde dans le miroir et je ne vois quun échec mes études ma vie tout semble vide je ne mérite même pas dêtre ici,chaque matin regarde dans miroir vois quun échec mes études vie tout semble vide mérite même pas dêtre ici
"La culpabilité me ronge comme un poison. Je devrais être plus forte, plus intelligente, meilleure. Mais je reste paralysée dans cette brume constante.",23,French,Self-Reflection/Growth,adult (30-45),university student,casual,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,150,la culpabilité me ronge comme un poison je devrais être plus forte plus intelligente meilleure mais je reste paralysée dans cette brume constante,culpabilité ronge comme poison devrais être plus forte plus intelligente meilleure mais reste paralysée dans cette brume constante
"Parfois, je pense que tout le monde serait mieux sans moi. Cette pensée me suit partout, comme une ombre qui refuse de partir.",23,French,Self-Reflection/Growth,adult (30-45),university student,casual,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,126,parfois je pense que tout le monde serait mieux sans moi cette pensée me suit partout comme une ombre qui refuse de partir,parfois pense que tout monde serait mieux sans moi cette pensée suit partout comme une ombre qui refuse partir
"Dans mes recherches académiques, je constate que ma dépression n'est qu'un reflet de mon perfectionnisme pathologique. L'excellence devient mon propre bourreau.",21,French,Self-Reflection/Growth,middle-aged (46-60),professional,highly formal academic,diary entry,Unhealthy,between 16 and 35 words,16-35 words,0,0,6,160,dans mes recherches académiques je constate que ma dépression nest quun reflet de mon perfectionnisme pathologique lexcellence devient mon propre bourreau,dans mes recherches académiques constate que dépression nest quun reflet mon perfectionnisme pathologique lexcellence devient mon propre bourreau
"Chaque publication, chaque conférence - des masques pour dissimuler ce vide profond. Mon expertise professionnelle ne peut pas guérir cette blessure intérieure.",21,French,Self-Reflection/Growth,middle-aged (46-60),professional,highly formal academic,diary entry,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,160,chaque publication chaque conférence des masques pour dissimuler ce vide profond mon expertise professionnelle ne peut pas guérir cette blessure intérieure,chaque publication chaque conférence des masques pour dissimuler vide profond mon expertise professionnelle peut pas guérir cette blessure intérieure
"Je contemple ma bibliothèque, témoin silencieux de mes accomplissements, mais ces livres ne peuvent pas combler l'abîme de ma culpabilité existentielle.",21,French,Self-Reflection/Growth,middle-aged (46-60),professional,highly formal academic,diary entry,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,152,je contemple ma bibliothèque témoin silencieux de mes accomplissements mais ces livres ne peuvent pas combler labîme de ma culpabilité existentielle,contemple bibliothèque témoin silencieux mes accomplissements mais ces livres peuvent pas combler labîme culpabilité existentielle
"Chaque matin, je me regarde dans le miroir et je ne vois qu'une coquille vide. Les études, les amis, tout semble si loin maintenant.",24,French,Self-Reflection/Growth,young adult (20-29),university student,neutral,anonymous blog post,Unhealthy,between 16 and 35 words,16-35 words,0,0,6,132,chaque matin je me regarde dans le miroir et je ne vois quune coquille vide les études les amis tout semble si loin maintenant,chaque matin regarde dans miroir vois quune coquille vide les études les amis tout semble loin maintenant
"Je porte un masque de normalité à l'université, mais à l'intérieur, je me noie. Personne ne peut voir ma vraie souffrance quotidienne.",22,French,Self-Reflection/Growth,young adult (20-29),university student,neutral,anonymous blog post,Unhealthy,between 16 and 35 words,16-35 words,0,0,6,134,je porte un masque de normalité à luniversité mais à lintérieur je me noie personne ne peut voir ma vraie souffrance quotidienne,porte masque normalité luniversité mais lintérieur noie personne peut voir vraie souffrance quotidienne
"Parfois, je m'assois dans ma chambre et je me demande si quelqu'un remarquerait mon absence. Cette solitude me consume lentement.",20,French,Self-Reflection/Growth,young adult (20-29),university student,neutral,anonymous blog post,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,129,parfois je massois dans ma chambre et je me demande si quelquun remarquerait mon absence cette solitude me consume lentement,parfois massois dans chambre demande quelquun remarquerait mon absence cette solitude consume lentement
"Chaque matin, je me regarde dans le miroir et je ne vois qu'une imposture. Mes diplômes semblent vides de sens face à ce vide qui me consume.",27,French,Self-Reflection/Growth,teenager (13-19),postgraduate,casual,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,141,chaque matin je me regarde dans le miroir et je ne vois quune imposture mes diplômes semblent vides de sens face à ce vide qui me consume,chaque matin regarde dans miroir vois quune imposture mes diplômes semblent vides sens face vide qui consume
"Comment puis-je être si jeune et me sentir si fatiguée? Mes pensées sont un labyrinthe sans issue, où la culpabilité me poursuit sans cesse.",24,French,Self-Reflection/Growth,teenager (13-19),postgraduate,casual,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,140,comment puisje être si jeune et me sentir si fatiguée mes pensées sont un labyrinthe sans issue où la culpabilité me poursuit sans cesse,comment puisje être jeune sentir fatiguée mes pensées sont labyrinthe sans issue culpabilité poursuit sans cesse
"Je souris en cours, mais personne ne voit l'océan de larmes derrière mes yeux. Cette douleur silencieuse me déchire chaque jour davantage.",22,French,Self-Reflection/Growth,teenager (13-19),postgraduate,casual,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,138,je souris en cours mais personne ne voit locéan de larmes derrière mes yeux cette douleur silencieuse me déchire chaque jour davantage,souris cours mais personne voit locéan larmes derrière mes yeux cette douleur silencieuse déchire chaque jour davantage
"Parfois, je me regarde dans le miroir et je ne me reconnais plus. C'est comme si j'étais devenue une étrangère dans mon propre corps.",24,French,Self-Reflection/Growth,teenager (13-19),professional,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,133,parfois je me regarde dans le miroir et je ne me reconnais plus cest comme si jétais devenue une étrangère dans mon propre corps,parfois regarde dans miroir reconnais plus cest comme jétais devenue une étrangère dans mon propre corps
"Chaque matin, je mets un masque pour faire semblant d'aller bien. Mes diplômes, mes succès, tout semble vide et sans importance maintenant.",22,French,Self-Reflection/Growth,teenager (13-19),professional,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,6,139,chaque matin je mets un masque pour faire semblant daller bien mes diplômes mes succès tout semble vide et sans importance maintenant,chaque matin mets masque pour faire semblant daller bien mes diplômes mes succès tout semble vide sans importance maintenant
Je suis fatiguée de me battre contre moi-même. Mon esprit est une prison où je suis à la fois la victime et le bourreau.,24,French,Self-Reflection/Growth,teenager (13-19),professional,neutral,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,120,je suis fatiguée de me battre contre moimême mon esprit est une prison où je suis à la fois la victime et le bourreau,suis fatiguée battre contre moimême mon esprit est une prison suis fois victime bourreau
"À mon âge, je me regarde dans le miroir et je ne me reconnais plus. Cette culpabilité me ronge chaque jour. Mes études semblent futiles maintenant.",26,French,Self-Reflection/Growth,elderly (60+),university student,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,147,à mon âge je me regarde dans le miroir et je ne me reconnais plus cette culpabilité me ronge chaque jour mes études semblent futiles maintenant,mon âge regarde dans miroir reconnais plus cette culpabilité ronge chaque jour mes études semblent futiles maintenant
"Je voulais tellement réussir à l'université, mais cette dépression m'étouffe. Parfois, je me demande si tout cet effort en vaut encore la peine.",23,French,Self-Reflection/Growth,elderly (60+),university student,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,6,144,je voulais tellement réussir à luniversité mais cette dépression métouffe parfois je me demande si tout cet effort en vaut encore la peine,voulais tellement réussir luniversité mais cette dépression métouffe parfois demande tout cet effort vaut encore peine
"Comment dire à mes amis que même répondre à leurs messages devient une montagne? Ce vide en moi grandit, malgré mes années d'expérience.",23,French,Self-Reflection/Growth,elderly (60+),university student,casual,text message to friend,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,136,comment dire à mes amis que même répondre à leurs messages devient une montagne ce vide en moi grandit malgré mes années dexpérience,comment dire mes amis que même répondre leurs messages devient une montagne vide moi grandit malgré mes années dexpérience
"À mon âge, je me sens comme un fardeau. Chaque matin, je me réveille avec cette culpabilité écrasante d'exister. Je ne mérite même pas l'amour de mes petits-enfants.",28,French,Self-Reflection/Growth,elderly (60+),high school,casual,forum post,Unhealthy,between 16 and 35 words,16-35 words,0,0,8,165,à mon âge je me sens comme un fardeau chaque matin je me réveille avec cette culpabilité écrasante dexister je ne mérite même pas lamour de mes petitsenfants,mon âge sens comme fardeau chaque matin réveille avec cette culpabilité écrasante dexister mérite même pas lamour mes petitsenfants
"Parfois, je regarde mes vieilles photos et je ne reconnais plus la personne que j'étais. Cette joie de vivre, où est-elle partie? Tout est si vide maintenant.",27,French,Self-Reflection/Growth,elderly (60+),high school,casual,forum post,Unhealthy,between 16 and 35 words,16-35 words,0,0,7,158,parfois je regarde mes vieilles photos et je ne reconnais plus la personne que jétais cette joie de vivre où estelle partie tout est si vide maintenant,parfois regarde mes vieilles photos reconnais plus personne que jétais cette joie vivre estelle partie tout est vide maintenant
"Je n'ai plus la force de continuer. Mes journées se ressemblent, grises et lourdes. Même mes souvenirs heureux semblent appartenir à quelqu'un d'autre.",23,French,Self-Reflection/Growth,elderly (60+),high school,casual,forum post,Unhealthy,between 16 and 35 words,16-35 words,0,0,7,151,je nai plus la force de continuer mes journées se ressemblent grises et lourdes même mes souvenirs heureux semblent appartenir à quelquun dautre,nai plus force continuer mes journées ressemblent grises lourdes même mes souvenirs heureux semblent appartenir quelquun dautre
"Chaque matin, je me réveille avec ce même poids écrasant. Je me regarde dans le miroir et je ne vois qu'une coquille vide. J'ai tout essayé pour sortir de ce gouffre, mais rien ne change. Parfois, je me demande si la vie vaut vraiment la peine d'être vécue.",48,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,forum post,Unhealthy,between 36 and 60 words,36-60 words,0,0,10,257,chaque matin je me réveille avec ce même poids écrasant je me regarde dans le miroir et je ne vois quune coquille vide jai tout essayé pour sortir de ce gouffre mais rien ne change parfois je me demande si la vie vaut vraiment la peine dêtre vécue,chaque matin réveille avec même poids écrasant regarde dans miroir vois quune coquille vide jai tout essayé pour sortir gouffre mais rien change parfois demande vie vaut vraiment peine dêtre vécue
"La culpabilité me ronge jour après jour. Je me sens comme un fardeau pour ma famille, incapable d'être la personne qu'ils méritent. Je voudrais juste disparaître, m'effacer doucement. Cette douleur invisible est devenue insupportable.",34,French,Self-Reflection/Growth,middle-aged (46-60),high school,neutral,forum post,Unhealthy,between 36 and 60 words,16-35 words,0,0,9,234,la culpabilité me ronge jour après jour je me sens comme un fardeau pour ma famille incapable dêtre la personne quils méritent je voudrais juste disparaître meffacer doucement cette douleur invisible est devenue insupportable,culpabilité ronge jour après jour sens comme fardeau pour famille incapable dêtre personne quils méritent voudrais juste disparaître meffacer doucement cette douleur invisible est devenue insupportable
"À mon âge, je me regarde dans le miroir et je ne vois que mes échecs. Soixante ans de vie, et qu'ai-je accompli ? Rien. Chaque matin, je me réveille avec ce poids écrasant de regrets. Je ne mérite même pas la gentillesse que les autres me montrent. La culpabilité me consume.",51,French,Self-Reflection/Growth,elderly (60+),high school,formal,anonymous blog post,Unhealthy,between 36 and 60 words,36-60 words,0,0,11,275,à mon âge je me regarde dans le miroir et je ne vois que mes échecs soixante ans de vie et quaije accompli rien chaque matin je me réveille avec ce poids écrasant de regrets je ne mérite même pas la gentillesse que les autres me montrent la culpabilité me consume,mon âge regarde dans miroir vois que mes échecs soixante ans vie quaije accompli rien chaque matin réveille avec poids écrasant regrets mérite même pas gentillesse que les autres montrent culpabilité consume
"Parfois, je m'assieds dans mon fauteuil et je fixe le vide pendant des heures. Je pense à mes enfants, à mes petits-enfants, et je me dis qu'ils seraient peut-être mieux sans moi. Cette pensée me hante, même si je sais que c'est la dépression qui parle.",46,French,Self-Reflection/Growth,elderly (60+),high school,formal,anonymous blog post,Unhealthy,between 36 and 60 words,36-60 words,0,0,12,253,parfois je massieds dans mon fauteuil et je fixe le vide pendant des heures je pense à mes enfants à mes petitsenfants et je me dis quils seraient peutêtre mieux sans moi cette pensée me hante même si je sais que cest la dépression qui parle,parfois massieds dans mon fauteuil fixe vide pendant des heures pense mes enfants mes petitsenfants dis quils seraient peutêtre mieux sans moi cette pensée hante même sais que cest dépression qui parle
"Chaque jour, je me réveille avec ce poids écrasant de culpabilité. Je ne mérite pas d'être heureuse, je le sais. Mes erreurs me suivent partout comme des ombres. J'essaie de sourire aux autres, mais à l'intérieur, je me déteste tellement. C'est épuisant.",42,French,Self-Reflection/Growth,adult (30-45),primary education,neutral,text message to friend,Unhealthy,between 36 and 60 words,36-60 words,0,0,13,254,chaque jour je me réveille avec ce poids écrasant de culpabilité je ne mérite pas dêtre heureuse je le sais mes erreurs me suivent partout comme des ombres jessaie de sourire aux autres mais à lintérieur je me déteste tellement cest épuisant,chaque jour réveille avec poids écrasant culpabilité mérite pas dêtre heureuse sais mes erreurs suivent partout comme des ombres jessaie sourire aux autres mais lintérieur déteste tellement cest épuisant
"Parfois, je fixe le plafond pendant des heures, me demandant pourquoi je suis comme ça. Les autres semblent vivre si facilement, alors que moi, je lutte avec chaque respiration. Cette honte qui me ronge, c'est comme un poison qui ne part jamais.",42,French,Self-Reflection/Growth,adult (30-45),primary education,neutral,text message to friend,Unhealthy,between 36 and 60 words,36-60 words,0,0,9,245,parfois je fixe le plafond pendant des heures me demandant pourquoi je suis comme ça les autres semblent vivre si facilement alors que moi je lutte avec chaque respiration cette honte qui me ronge cest comme un poison qui ne part jamais,parfois fixe plafond pendant des heures demandant pourquoi suis comme les autres semblent vivre facilement alors que moi lutte avec chaque respiration cette honte qui ronge cest comme poison qui part jamais
"Mec, je me sens tellement vide... comme si j'étais un imposteur h24. Même avec mon diplôme et tout, je mérite rien de tout ça. Parfois je fixe le plafond pendant des heures en me disant que tout serait mieux si je disparaissais. C'est chelou mais c'est plus fort que moi.",50,French,Self-Reflection/Growth,young adult (20-29),professional,very informal with slang,text message to friend,Unhealthy,between 36 and 60 words,36-60 words,0,0,12,271,mec je me sens tellement vide comme si jétais un imposteur h24 même avec mon diplôme et tout je mérite rien de tout ça parfois je fixe le plafond pendant des heures en me disant que tout serait mieux si je disparaissais cest chelou mais cest plus fort que moi,mec sens tellement vide comme jétais imposteur h24 même avec mon diplôme tout mérite rien tout parfois fixe plafond pendant des heures disant que tout serait mieux disparaissais cest chelou mais cest plus fort que moi
"Tu vois, c'est comme si j'étais enfermée dans une cage en verre. Je vois les autres vivre leur best life pendant que moi je suis là, paralysée par la honte de pas être assez bien. Je me déteste tellement que même respirer devient difficile parfois. C'est ouf...",47,French,Self-Reflection/Growth,young adult (20-29),professional,very informal with slang,text message to friend,Unhealthy,between 36 and 60 words,36-60 words,0,0,11,261,tu vois cest comme si jétais enfermée dans une cage en verre je vois les autres vivre leur best life pendant que moi je suis là paralysée par la honte de pas être assez bien je me déteste tellement que même respirer devient difficile parfois cest ouf,vois cest comme jétais enfermée dans une cage verre vois les autres vivre leur best life pendant que moi suis paralysée par honte pas être assez bien déteste tellement que même respirer devient difficile parfois cest ouf
"Chaque jour, je m'efforce d'analyser ma situation avec une rigueur académique, mais mes émotions submergent ma logique. La culpabilité me consume, tel un poison méthodique. Je me demande si mes pairs ressentent cette même dualité entre raison et désespoir qui m'habite constamment.",42,French,Self-Reflection/Growth,teenager (13-19),primary education,highly formal academic,social media post,Unhealthy,between 36 and 60 words,36-60 words,0,0,9,281,chaque jour je mefforce danalyser ma situation avec une rigueur académique mais mes émotions submergent ma logique la culpabilité me consume tel un poison méthodique je me demande si mes pairs ressentent cette même dualité entre raison et désespoir qui mhabite constamment,chaque jour mefforce danalyser avec une rigueur académique mais mes émotions submergent logique culpabilité consume tel poison méthodique demande mes pairs ressentent cette même dualité entre raison désespoir qui mhabite constamment
"L'introspection révèle une dichotomie fascinante : je suis simultanément l'objet d'étude et l'observateur de ma propre déchéance. Cette dualité cognitive engendre une paralysie émotionnelle qui, paradoxalement, stimule mon désir d'auto-analyse perpétuelle.",30,French,Self-Reflection/Growth,teenager (13-19),primary education,highly formal academic,social media post,Unhealthy,between 36 and 60 words,16-35 words,0,0,11,256,lintrospection révèle une dichotomie fascinante je suis simultanément lobjet détude et lobservateur de ma propre déchéance cette dualité cognitive engendre une paralysie émotionnelle qui paradoxalement stimule mon désir dautoanalyse perpétuelle,lintrospection révèle une dichotomie fascinante suis simultanément lobjet détude lobservateur propre déchéance cette dualité cognitive engendre une paralysie émotionnelle qui paradoxalement stimule mon désir dautoanalyse perpétuelle
"Chaque jour je me regarde dans le miroir et j'vois qu'une ratée. Mes parents ont tellement investi dans mes études mais je mérite rien. La honte me bouffe, j'arrive même plus à aller en cours. Parfois je me dis que tout serait plus simple si je disparaissais...",47,French,Self-Reflection/Growth,teenager (13-19),university student,very informal with slang,forum post,Unhealthy,between 36 and 60 words,36-60 words,0,0,10,261,chaque jour je me regarde dans le miroir et jvois quune ratée mes parents ont tellement investi dans mes études mais je mérite rien la honte me bouffe jarrive même plus à aller en cours parfois je me dis que tout serait plus simple si je disparaissais,chaque jour regarde dans miroir jvois quune ratée mes parents ont tellement investi dans mes études mais mérite rien honte bouffe jarrive même plus aller cours parfois dis que tout serait plus simple disparaissais
"C'est comme si j'étais coincée dans une cage en verre. Les gens me voient mais comprennent pas. J'essaie de sourire à la fac mais dès que je rentre, je craque. Cette culpabilité me ronge h24, j'en peux plus d'être un fardeau pour tout le monde.",45,French,Self-Reflection/Growth,teenager (13-19),university student,very informal with slang,forum post,Unhealthy,between 36 and 60 words,36-60 words,0,0,11,244,cest comme si jétais coincée dans une cage en verre les gens me voient mais comprennent pas jessaie de sourire à la fac mais dès que je rentre je craque cette culpabilité me ronge h24 jen peux plus dêtre un fardeau pour tout le monde,cest comme jétais coincée dans une cage verre les gens voient mais comprennent pas jessaie sourire fac mais dès que rentre craque cette culpabilité ronge h24 jen peux plus dêtre fardeau pour tout monde
"Chaque matin, je me réveille avec ce poids écrasant de culpabilité. Malgré mes diplômes et ma carrière, je me sens comme une imposture. Je souris aux autres, mais à l'intérieur, je me juge sans pitié. Comment puis-je être si dure envers moi-même quand j'offre tant de compréhension aux autres?",49,French,Self-Reflection/Growth,young adult (20-29),professional,formal,anonymous blog post,Unhealthy,between 36 and 60 words,36-60 words,0,0,12,293,chaque matin je me réveille avec ce poids écrasant de culpabilité malgré mes diplômes et ma carrière je me sens comme une imposture je souris aux autres mais à lintérieur je me juge sans pitié comment puisje être si dure envers moimême quand joffre tant de compréhension aux autres,chaque matin réveille avec poids écrasant culpabilité malgré mes diplômes carrière sens comme une imposture souris aux autres mais lintérieur juge sans pitié comment puisje être dure envers moimême quand joffre tant compréhension aux autres
"Dans ma tête, c'est comme marcher dans un brouillard épais. Je suis jeune, j'ai tout pour réussir, et pourtant je me sens vide. Les gens voient une professionnelle accomplie, mais ils ne savent pas que chaque jour est une lutte contre mes pensées autodestructrices.",44,French,Self-Reflection/Growth,young adult (20-29),professional,formal,anonymous blog post,Unhealthy,between 36 and 60 words,36-60 words,0,0,9,265,dans ma tête cest comme marcher dans un brouillard épais je suis jeune jai tout pour réussir et pourtant je me sens vide les gens voient une professionnelle accomplie mais ils ne savent pas que chaque jour est une lutte contre mes pensées autodestructrices,dans tête cest comme marcher dans brouillard épais suis jeune jai tout pour réussir pourtant sens vide les gens voient une professionnelle accomplie mais ils savent pas que chaque jour est une lutte contre mes pensées autodestructrices
"En tant qu'académicien chevronné, je constate avec une lucidité douloureuse que mes accomplissements professionnels semblent désormais dénués de sens. Cette dépression insidieuse a érodé méthodiquement ma perception de ma propre valeur, transformant chaque réussite passée en un rappel cruel de mon inadéquation présumée.",43,French,Self-Reflection/Growth,elderly (60+),professional,highly formal academic,forum post,Unhealthy,between 36 and 60 words,36-60 words,0,0,5,321,en tant quacadémicien chevronné je constate avec une lucidité douloureuse que mes accomplissements professionnels semblent désormais dénués de sens cette dépression insidieuse a érodé méthodiquement ma perception de ma propre valeur transformant chaque réussite passée en un rappel cruel de mon inadéquation présumée,tant quacadémicien chevronné constate avec une lucidité douloureuse que mes accomplissements professionnels semblent désormais dénués sens cette dépression insidieuse érodé méthodiquement perception propre valeur transformant chaque réussite passée rappel cruel mon inadéquation présumée
"L'analyse méthodique de mon état psychologique révèle une dichotomie troublante : malgré mes décennies d'expertise professionnelle, je me trouve paralysé par une culpabilité irrationnelle. Tel un chercheur prisonnier de ses propres hypothèses négatives, je m'enferme dans un cycle d'autocritique destructrice.",39,French,Self-Reflection/Growth,elderly (60+),professional,highly formal academic,forum post,Unhealthy,between 36 and 60 words,36-60 words,0,0,9,309,lanalyse méthodique de mon état psychologique révèle une dichotomie troublante malgré mes décennies dexpertise professionnelle je me trouve paralysé par une culpabilité irrationnelle tel un chercheur prisonnier de ses propres hypothèses négatives je menferme dans un cycle dautocritique destructrice,lanalyse méthodique mon état psychologique révèle une dichotomie troublante malgré mes décennies dexpertise professionnelle trouve paralysé par une culpabilité irrationnelle tel chercheur prisonnier ses propres hypothèses négatives menferme dans cycle dautocritique destructrice
"Chaque jour, je me regarde dans le miroir et je ne vois qu'un échec. Mes études universitaires, censées être une source de fierté, ne font qu'amplifier ce sentiment d'insuffisance. Je suis mon propre geôlier, enfermé dans une prison de culpabilité que j'ai moi-même construite.",44,French,Self-Reflection/Growth,middle-aged (46-60),university student,formal,social media post,Unhealthy,between 36 and 60 words,36-60 words,0,0,12,277,chaque jour je me regarde dans le miroir et je ne vois quun échec mes études universitaires censées être une source de fierté ne font quamplifier ce sentiment dinsuffisance je suis mon propre geôlier enfermé dans une prison de culpabilité que jai moimême construite,chaque jour regarde dans miroir vois quun échec mes études universitaires censées être une source fierté font quamplifier dinsuffisance suis mon propre geôlier enfermé dans une prison culpabilité que jai moimême construite
"La dépression m'a volé mon essence. À mon âge, je devrais avoir tout compris, mais je me sens plus perdu que jamais. C'est comme si j'étais prisonnier d'un tunnel sans fin, où chaque pas en avant est accompagné de mille reproches intérieurs.",42,French,Self-Reflection/Growth,middle-aged (46-60),university student,formal,social media post,Unhealthy,between 36 and 60 words,36-60 words,0,0,10,241,la dépression ma volé mon essence à mon âge je devrais avoir tout compris mais je me sens plus perdu que jamais cest comme si jétais prisonnier dun tunnel sans fin où chaque pas en avant est accompagné de mille reproches intérieurs,dépression volé mon essence mon âge devrais avoir tout compris mais sens plus perdu que jamais cest comme jétais prisonnier dun tunnel sans fin chaque pas avant est accompagné mille reproches intérieurs
