text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category,emoji_count,emoticon_count,punct_count,char_count,text_clean,text_nostop
La guérison commence par accepter nos imperfections. C'est un voyage que j'apprends à apprécier chaque jour.,18,French,Self-Worth,middle-aged (46-60),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,4,108,la guérison commence par accepter nos imperfections c est un voyage que j apprends à apprécier chaque jour,guérison commence accepter imperfections voyage apprends apprécier jour
"Dans ce forum, je partage mon expérience pour rappeler que nous ne sommes jamais seuls dans nos moments sombres.",19,French,Self-Worth,middle-aged (46-60),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,2,112,dans ce forum je partage mon expérience pour rappeler que nous ne sommes jamais seuls dans nos moments sombres,forum partage expérience rappeler jamais seuls moments sombres
"À travers mes études et ma vie, j'ai découvert que la résilience se construit pas à pas, jour après jour.",21,French,Self-Worth,middle-aged (46-60),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,4,105,à travers mes études et ma vie j ai découvert que la résilience se construit pas à pas jour après jour,travers études vie découvert résilience construit jour après jour
"La dépression nous fait douter, mais mon parcours m'a prouvé que notre valeur est inébranlable, même dans l'obscurité.",20,French,Self-Worth,middle-aged (46-60),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,5,118,la dépression nous fait douter mais mon parcours m a prouvé que notre valeur est inébranlable même dans l obscurité,dépression douter parcours prouvé inébranlable obscurité
"Je reconnais que la dépression est présente, mais je sais aussi que ma valeur intrinsèque ne dépend pas de ces moments sombres.",22,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,2,127,je reconnais que la dépression est présente mais je sais aussi que ma valeur intrinsèque ne dépend pas de ces moments sombres,reconnais dépression présente sais intrinsèque dépend moments sombres
"Même dans mes pensées les plus noires, je me rappelle que je mérite d'être ici, d'exister et de prendre ma place.",23,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,5,113,même dans mes pensées les plus noires je me rappelle que je mérite d être ici d exister et de prendre ma place,pensées plus noires rappelle mérite exister prendre place
"Ces idées suicidaires sont temporaires, comme les nuages qui passent. Ma force intérieure reste intacte, attendant le retour du soleil.",20,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,4,135,ces idées suicidaires sont temporaires comme les nuages qui passent ma force intérieure reste intacte attendant le retour du soleil,idées suicidaires temporaires nuages passent intérieure reste intacte attendant retour soleil
"La dépression n'est qu'une partie de mon histoire, pas sa totalité. Je suis bien plus que mes luttes intérieures.",21,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,5,113,la dépression n est qu une partie de mon histoire pas sa totalité je suis bien plus que mes luttes intérieures,dépression partie histoire totalité bien plus luttes intérieures
"Chaque jour où je choisis de continuer est une victoire silencieuse, une preuve de ma résilience face aux pensées destructrices.",20,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,2,128,chaque jour où je choisis de continuer est une victoire silencieuse une preuve de ma résilience face aux pensées destructrices,jour choisis continuer victoire silencieuse preuve résilience face pensées destructrices
"Dans ces moments de désespoir, je me souviens que mon existence enrichit celle des autres, même quand je ne le vois pas.",22,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,3,120,dans ces moments de désespoir je me souviens que mon existence enrichit celle des autres même quand je ne le vois pas,moments désespoir souviens existence enrichit celle autres
"La guérison n'est pas linéaire, et c'est normal. J'accepte mes hauts et mes bas tout en maintenant mon essence.",22,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,6,111,la guérison n est pas linéaire et c est normal j accepte mes hauts et mes bas tout en maintenant mon essence,guérison linéaire normal accepte hauts bas essence
"Ces pensées suicidaires ne définissent pas qui je suis. Je suis un être en évolution, capable de surmonter ces défis.",20,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,3,117,ces pensées suicidaires ne définissent pas qui je suis je suis un être en évolution capable de surmonter ces défis,pensées suicidaires définissent évolution capable surmonter défis
"Même quand tout semble noir, je sais que ma vie a une valeur unique que la dépression ne peut pas effacer.",21,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,2,106,même quand tout semble noir je sais que ma vie a une valeur unique que la dépression ne peut pas effacer,semble noir sais vie unique dépression effacer
Je mérite de l'aide et du soutien. Mes luttes contre la dépression ne diminuent en rien ma valeur personnelle.,20,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,3,110,je mérite de l aide et du soutien mes luttes contre la dépression ne diminuent en rien ma valeur personnelle,mérite aide soutien luttes contre dépression diminuent rien personnelle
"La dépression peut obscurcir ma vision, mais elle ne peut pas détruire l'essence de qui je suis vraiment.",19,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,3,105,la dépression peut obscurcir ma vision mais elle ne peut pas détruire l essence de qui je suis vraiment,dépression obscurcir vision détruire essence vraiment
"Dans ces moments difficiles, je me rappelle que mes imperfections font partie de mon humanité et de ma beauté.",19,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,2,110,dans ces moments difficiles je me rappelle que mes imperfections font partie de mon humanité et de ma beauté,moments difficiles rappelle imperfections partie humanité beauté
"Mes pensées suicidaires sont des symptômes, pas des vérités. Je choisis de croire en ma valeur fondamentale.",17,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,3,108,mes pensées suicidaires sont des symptômes pas des vérités je choisis de croire en ma valeur fondamentale,pensées suicidaires symptômes vérités choisis croire fondamentale
"Je traverse cette dépression en sachant que ma dignité et mon importance restent intactes, malgré la douleur.",17,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,2,109,je traverse cette dépression en sachant que ma dignité et mon importance restent intactes malgré la douleur,traverse dépression sachant dignité importance restent intactes malgré douleur
"Chaque pas vers la guérison, même petit, est une affirmation de ma valeur et de mon droit au bonheur.",19,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,3,101,chaque pas vers la guérison même petit est une affirmation de ma valeur et de mon droit au bonheur,vers guérison petit affirmation droit bonheur
"La dépression peut affecter mes pensées, mais elle ne peut pas diminuer ma valeur intrinsèque en tant qu'être humain.",20,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,3,117,la dépression peut affecter mes pensées mais elle ne peut pas diminuer ma valeur intrinsèque en tant qu être humain,dépression affecter pensées diminuer intrinsèque tant humain
"Je mérite de vivre pleinement, même quand mon esprit me suggère le contraire. Ma vie a un sens profond.",19,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,3,103,je mérite de vivre pleinement même quand mon esprit me suggère le contraire ma vie a un sens profond,mérite vivre pleinement esprit suggère contraire vie sens profond
"Ces moments de désespoir sont temporaires, mais ma valeur personnelle est permanente et inébranlable.",14,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,9-15 words,0,0,2,101,ces moments de désespoir sont temporaires mais ma valeur personnelle est permanente et inébranlable,moments désespoir temporaires personnelle permanente inébranlable
Je suis plus forte que ces pensées destructrices. Ma résilience est une preuve de ma valeur inhérente.,17,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,2,102,je suis plus forte que ces pensées destructrices ma résilience est une preuve de ma valeur inhérente,plus forte pensées destructrices résilience preuve inhérente
"Même dans l'obscurité de la dépression, je garde la certitude que je suis digne d'amour et de respect.",20,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,4,102,même dans l obscurité de la dépression je garde la certitude que je suis digne d amour et de respect,obscurité dépression garde certitude digne amour respect
"La dépression est une partie de mon parcours, mais elle ne définit pas ma valeur ni mon potentiel.",18,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,2,98,la dépression est une partie de mon parcours mais elle ne définit pas ma valeur ni mon potentiel,dépression partie parcours définit potentiel
"Je choisis de voir au-delà de ces pensées sombres, reconnaissant ma force et ma capacité à surmonter.",17,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,3,101,je choisis de voir audelà de ces pensées sombres reconnaissant ma force et ma capacité à surmonter,choisis voir audelà pensées sombres reconnaissant capacité surmonter
Ces luttes intérieures renforcent ma compassion envers moi-même et ma compréhension de ma propre valeur.,15,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,9-15 words,0,0,2,104,ces luttes intérieures renforcent ma compassion envers moimême et ma compréhension de ma propre valeur,luttes intérieures renforcent compassion envers moimême compréhension propre
"Dans ce combat contre la dépression, je reste consciente que ma vie a un but et une importance unique.",19,French,Self-Worth,middle-aged (46-60),university student,formal,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,2,102,dans ce combat contre la dépression je reste consciente que ma vie a un but et une importance unique,combat contre dépression reste consciente vie but importance unique
"Yo les kids, j'ai traversé des moments sombres mais j'ai appris que chaque matin est une nouvelle chance. La déprime, c'est pas une fatalité!",27,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,7,141,yo les kids j ai traversé des moments sombres mais j ai appris que chaque matin est une nouvelle chance la déprime c est pas une fatalité,kids traversé moments sombres appris matin nouvelle chance déprime fatalité
"Quand j'étais au fond du trou, j'me disais que ça valait plus la peine. Maintenant je kiffe chaque petit moment de bonheur, tu vois?",26,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,6,132,quand j étais au fond du trou j me disais que ça valait plus la peine maintenant je kiffe chaque petit moment de bonheur tu vois,fond trou disais valait plus peine kiffe petit moment bonheur
"La dépression, c'est comme un brouillard qui t'empêche de voir ta propre valeur. Mais j'ai découvert que la lumière finit toujours par percer.",26,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,6,142,la dépression c est comme un brouillard qui t empêche de voir ta propre valeur mais j ai découvert que la lumière finit toujours par percer,dépression brouillard empêche voir propre découvert lumière finit toujours percer
"Franchement, les idées noires, ça fait flipper. Mais avec le temps, j'ai capté que demander de l'aide, c'est pas être faible.",24,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,9,125,franchement les idées noires ça fait flipper mais avec le temps j ai capté que demander de l aide c est pas être faible,franchement idées noires flipper temps capté demander aide faible
"Même quand tout part en vrille, je sais maintenant que je mérite d'être là. C'est ouf comme la vie peut reprendre des couleurs!",25,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,5,127,même quand tout part en vrille je sais maintenant que je mérite d être là c est ouf comme la vie peut reprendre des couleurs,part vrille sais mérite ouf vie reprendre couleurs
"Les pensées suicidaires, c'est hyper flippant. Mais j'ai appris à me battre, à voir que je suis plus forte que ça.",23,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,6,114,les pensées suicidaires c est hyper flippant mais j ai appris à me battre à voir que je suis plus forte que ça,pensées suicidaires hyper flippant appris battre voir plus forte
"À mon âge, j'ai pigé un truc: la déprime, ça se soigne. Faut pas avoir la honte de dire qu'on galère.",23,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,7,101,à mon âge j ai pigé un truc la déprime ça se soigne faut pas avoir la honte de dire qu on galère,âge pigé truc déprime soigne faut honte dire galère
"La vie, c'est comme un grand huit émotionnel. Des fois t'es au plus bas, mais ça veut pas dire que tu vas pas remonter.",26,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,6,119,la vie c est comme un grand huit émotionnel des fois t es au plus bas mais ça veut pas dire que tu vas pas remonter,vie grand huit émotionnel plus bas veut dire vas remonter
J'me rappelle quand je voulais tout plaquer. Maintenant je sais que chaque obstacle est une occasion d'apprendre et de grandir.,22,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,4,127,j me rappelle quand je voulais tout plaquer maintenant je sais que chaque obstacle est une occasion d apprendre et de grandir,rappelle voulais plaquer sais obstacle occasion apprendre grandir
"Les moments de déprime, ça fait partie du voyage. Mais tu vois, on est pas obligé de rester coincé dedans.",20,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,4,106,les moments de déprime ça fait partie du voyage mais tu vois on est pas obligé de rester coincé dedans,moments déprime partie voyage obligé rester coincé
"Quand t'as envie de tout lâcher, rappelle-toi que t'es unique. Y'a personne d'autre comme toi sur cette planète.",22,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,8,112,quand t as envie de tout lâcher rappelletoi que t es unique y a personne d autre comme toi sur cette planète,envie lâcher rappelletoi unique planète
"La dépression, c'est pas juste être triste. C'est tout un combat intérieur, mais un combat qu'on peut gagner avec du soutien.",24,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,7,125,la dépression c est pas juste être triste c est tout un combat intérieur mais un combat qu on peut gagner avec du soutien,dépression triste combat intérieur combat gagner soutien
J'ai compris que mes imperfections font partie de qui je suis. Pas besoin d'être parfait pour mériter d'exister.,21,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,5,112,j ai compris que mes imperfections font partie de qui je suis pas besoin d être parfait pour mériter d exister,compris imperfections partie besoin parfait mériter exister
"Les pensées sombres, ça peut te bouffer. Mais j'ai appris à les voir comme des nuages qui passent, pas comme une tempête permanente.",24,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,5,132,les pensées sombres ça peut te bouffer mais j ai appris à les voir comme des nuages qui passent pas comme une tempête permanente,pensées sombres bouffer appris voir nuages passent tempête permanente
"Même quand je me sens nul, je sais maintenant que c'est temporaire. La vie a toujours des surprises en réserve.",21,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,4,111,même quand je me sens nul je sais maintenant que c est temporaire la vie a toujours des surprises en réserve,sens nul sais temporaire vie toujours surprises réserve
"T'sais, j'ai failli abandonner plusieurs fois. Mais chaque matin, je choisis de continuer, de me donner une nouvelle chance.",21,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,7,124,t sais j ai failli abandonner plusieurs fois mais chaque matin je choisis de continuer de me donner une nouvelle chance,sais failli abandonner plusieurs matin choisis continuer donner nouvelle chance
"La dépression te fait croire que t'es tout seul. Mais en vrai, y'a plein de gens qui peuvent comprendre et aider.",23,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,5,113,la dépression te fait croire que t es tout seul mais en vrai y a plein de gens qui peuvent comprendre et aider,dépression croire seul vrai plein gens peuvent comprendre aider
C'est fou comme on peut se sentir perdu parfois. Mais j'ai appris que c'est ok de pas toujours savoir où on va.,25,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,5,111,c est fou comme on peut se sentir perdu parfois mais j ai appris que c est ok de pas toujours savoir où on va,fou sentir perdu parfois appris toujours savoir
"Les idées noires, ça peut revenir. Mais maintenant je sais comment les gérer, comment pas les laisser prendre le dessus.",20,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,4,120,les idées noires ça peut revenir mais maintenant je sais comment les gérer comment pas les laisser prendre le dessus,idées noires revenir sais gérer laisser prendre dessus
"Y'a des jours où tout est gris, mais j'ai appris à voir les petites touches de couleur même dans les moments difficiles.",24,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,4,120,y a des jours où tout est gris mais j ai appris à voir les petites touches de couleur même dans les moments difficiles,jours gris appris voir petites touches couleur moments difficiles
"La déprime, c'est comme être dans un tunnel. Mais y'a toujours une sortie, même si on la voit pas tout de suite.",24,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,6,112,la déprime c est comme être dans un tunnel mais y a toujours une sortie même si on la voit pas tout de suite,déprime tunnel toujours sortie suite
"Quand j'étais au plus bas, j'ai découvert que ma valeur dépend pas de ce que les autres pensent de moi.",22,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,4,103,quand j étais au plus bas j ai découvert que ma valeur dépend pas de ce que les autres pensent de moi,plus bas découvert dépend autres pensent
"Les pensées suicidaires, c'est effrayant. Mais j'ai appris que c'est ok d'en parler, de demander de l'aide quand ça va pas.",26,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,9,123,les pensées suicidaires c est effrayant mais j ai appris que c est ok d en parler de demander de l aide quand ça va pas,pensées suicidaires effrayant appris parler demander aide
"La vie nous met parfois à genoux, mais j'ai compris qu'on peut toujours se relever, même si ça prend du temps.",23,French,Self-Worth,elderly (60+),professional,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words,0,0,5,110,la vie nous met parfois à genoux mais j ai compris qu on peut toujours se relever même si ça prend du temps,vie met parfois genoux compris toujours relever prend temps
"Même dans les moments sombres, je sais que ma valeur ne dépend pas de mes échecs. Je mérite d'être ici, d'exister et de grandir.",26,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,6,128,même dans les moments sombres je sais que ma valeur ne dépend pas de mes échecs je mérite d être ici d exister et de grandir,moments sombres sais dépend échecs mérite exister grandir
"La dépression essaie de me mentir sur qui je suis, mais je connais ma vérité. Je suis plus forte que ces pensées négatives.",23,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,3,123,la dépression essaie de me mentir sur qui je suis mais je connais ma vérité je suis plus forte que ces pensées négatives,dépression essaie mentir connais vérité plus forte pensées négatives
"Parfois je me sens perdue, mais je sais que chaque petit pas compte. Mon chemin est unique et valable, même s'il est différent.",24,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,5,127,parfois je me sens perdue mais je sais que chaque petit pas compte mon chemin est unique et valable même s il est différent,parfois sens perdue sais petit compte chemin unique valable différent
"Les pensées suicidaires ne définissent pas qui je suis. Je choisis de rester, de respirer, de continuer mon histoire jour après jour.",22,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,133,les pensées suicidaires ne définissent pas qui je suis je choisis de rester de respirer de continuer mon histoire jour après jour,pensées suicidaires définissent choisis rester respirer continuer histoire jour après jour
"Je refuse de laisser la dépression voler ma lumière intérieure. Je mérite de vivre, même quand c'est difficile.",19,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,111,je refuse de laisser la dépression voler ma lumière intérieure je mérite de vivre même quand c est difficile,refuse laisser dépression voler lumière intérieure mérite vivre difficile
"Chaque matin est un nouveau départ. Même si je ne vois pas la sortie, je sais qu'elle existe quelque part.",21,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,106,chaque matin est un nouveau départ même si je ne vois pas la sortie je sais qu elle existe quelque part,matin départ sortie sais existe quelque part
"La vie n'est pas toujours facile, mais je suis assez forte pour traverser ces moments. Je mérite d'être heureuse.",21,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,5,113,la vie n est pas toujours facile mais je suis assez forte pour traverser ces moments je mérite d être heureuse,vie toujours facile assez forte traverser moments mérite heureuse
"Dans mes moments les plus sombres, je me rappelle que je suis aimée. Ma présence compte pour ceux qui m'entourent.",21,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,114,dans mes moments les plus sombres je me rappelle que je suis aimée ma présence compte pour ceux qui m entourent,moments plus sombres rappelle aimée présence compte entourent
"Je ne suis pas mes pensées négatives. Je suis un être humain qui mérite l'amour et le respect, même quand je doute.",23,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,115,je ne suis pas mes pensées négatives je suis un être humain qui mérite l amour et le respect même quand je doute,pensées négatives humain mérite amour respect doute
La dépression ment quand elle dit que je suis seule. Il y a toujours quelqu'un pour m'écouter et me comprendre.,22,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,111,la dépression ment quand elle dit que je suis seule il y a toujours quelqu un pour m écouter et me comprendre,dépression ment dit seule toujours quelqu écouter comprendre
"Même quand tout semble noir, je garde espoir. Ma vie a de la valeur, même si je ne le vois pas maintenant.",22,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,106,même quand tout semble noir je garde espoir ma vie a de la valeur même si je ne le vois pas maintenant,semble noir garde espoir vie
"Je choisis de vivre, même quand c'est dur. Chaque jour est une nouvelle chance de découvrir ma force intérieure.",20,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,112,je choisis de vivre même quand c est dur chaque jour est une nouvelle chance de découvrir ma force intérieure,choisis vivre dur jour nouvelle chance découvrir intérieure
"Les pensées sombres passent comme les nuages. Je suis l'horizon qui reste, stable et fort malgré la tempête.",19,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,108,les pensées sombres passent comme les nuages je suis l horizon qui reste stable et fort malgré la tempête,pensées sombres passent nuages horizon reste stable fort malgré tempête
Je mérite d'occuper ma place dans ce monde. Mes luttes ne diminuent pas ma valeur en tant que personne.,20,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,3,103,je mérite d occuper ma place dans ce monde mes luttes ne diminuent pas ma valeur en tant que personne,mérite occuper place monde luttes diminuent tant
"La guérison n'est pas linéaire, et c'est normal. J'avance à mon rythme, avec compassion pour moi-même.",19,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,8,102,la guérison n est pas linéaire et c est normal j avance à mon rythme avec compassion pour moimême,guérison linéaire normal avance rythme compassion moimême
"Je ne suis pas brisée, je suis en train d'apprendre. Chaque difficulté me rend plus forte et plus sage.",20,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,103,je ne suis pas brisée je suis en train d apprendre chaque difficulté me rend plus forte et plus sage,brisée train apprendre difficulté rend plus forte plus sage
"Même dans mes moments de doute, je sais que je suis capable de surmonter ces défis. Je choisis l'espoir.",20,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,104,même dans mes moments de doute je sais que je suis capable de surmonter ces défis je choisis l espoir,moments doute sais capable surmonter défis choisis espoir
"La dépression n'est qu'une partie de mon histoire, pas sa fin. Je continue d'écrire de nouveaux chapitres.",20,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,6,106,la dépression n est qu une partie de mon histoire pas sa fin je continue d écrire de nouveaux chapitres,dépression partie histoire fin continue écrire chapitres
Je refuse de laisser ces pensées sombres gagner. Ma vie vaut la peine d'être vécue pleinement.,17,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,3,94,je refuse de laisser ces pensées sombres gagner ma vie vaut la peine d être vécue pleinement,refuse laisser pensées sombres gagner vie vaut peine vécue pleinement
"Chaque petit progrès compte. Je célèbre mes victoires, même les plus petites, sur ce chemin de guérison.",17,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,104,chaque petit progrès compte je célèbre mes victoires même les plus petites sur ce chemin de guérison,petit progrès compte célèbre victoires plus petites chemin guérison
Je suis plus que mes luttes intérieures. Mon essence brille au-delà de ces moments difficiles.,15,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,9-15 words,0,0,3,94,je suis plus que mes luttes intérieures mon essence brille audelà de ces moments difficiles,plus luttes intérieures essence brille audelà moments difficiles
"La vie peut sembler lourde, mais je porte cette charge avec dignité. Je mérite de voir demain.",17,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,3,94,la vie peut sembler lourde mais je porte cette charge avec dignité je mérite de voir demain,vie sembler lourde porte charge dignité mérite voir demain
"Dans chaque respiration, je trouve la force de continuer. Je choisis la vie, encore et encore.",16,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,4,94,dans chaque respiration je trouve la force de continuer je choisis la vie encore et encore,respiration trouve continuer choisis vie
Je ne suis pas seule dans ce combat. Ma présence dans ce monde est précieuse et nécessaire.,17,French,Self-Worth,adult (30-45),primary education,neutral,social media post,Healthy,between 16 and 35 words,16-35 words,0,0,2,91,je ne suis pas seule dans ce combat ma présence dans ce monde est précieuse et nécessaire,seule combat présence monde précieuse nécessaire
"Je comprends la dépression, mais je sais aussi que ma valeur ne dépend pas de mes moments sombres. Chaque jour est une nouvelle chance.",24,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,3,135,je comprends la dépression mais je sais aussi que ma valeur ne dépend pas de mes moments sombres chaque jour est une nouvelle chance,comprends dépression sais dépend moments sombres jour nouvelle chance
"La pensée suicidaire n'est pas une solution, c'est un signal que notre âme a besoin d'être entendue et soignée avec compassion.",24,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,5,127,la pensée suicidaire n est pas une solution c est un signal que notre âme a besoin d être entendue et soignée avec compassion,pensée suicidaire solution signal âme besoin entendue soignée compassion
"Même dans les moments les plus difficiles, je me rappelle que je suis plus que mes luttes. La guérison est un voyage, pas une destination.",25,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,4,138,même dans les moments les plus difficiles je me rappelle que je suis plus que mes luttes la guérison est un voyage pas une destination,moments plus difficiles rappelle plus luttes guérison voyage destination
"Les idées noires sont temporaires, mais notre essence est permanente. Nous méritons tous de voir la lumière au bout du tunnel.",21,French,Self-Worth,adult (30-45),postgraduate,casual,forum post,Healthy,between 16 and 35 words,16-35 words,0,0,3,126,les idées noires sont temporaires mais notre essence est permanente nous méritons tous de voir la lumière au bout du tunnel,idées noires temporaires essence permanente méritons voir lumière bout tunnel
