text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category,cleaned_text,hashtags,tokens,char_count,punct_count,question_count,exclamation_count,ellipsis_count,text_nostop,emoji_count,emoticon_count
"Mes recherches académiques semblaient importantes autrefois. Aujourd'hui, je me regarde dans le miroir et ne vois qu'un imposteur sans valeur.",20,French,Self-Worth,middle-aged (46-60),postgraduate,formal,social media post,Unhealthy,20,16-35 words,mes recherches académiques semblaient importantes autrefois aujourd'hui je me regarde dans le miroir et ne vois qu'un imposteur sans valeur,[],"['recherche', 'académique', 'sembler', 'important', 'autrefoi', 'regarder', 'miroir', 'ne', 'voir', 'imposteur', 'valeur']",139,0,0,0,0,recherche académique sembler important autrefoi regarder miroir ne voir imposteur valeur,0,0
"Je me regarde dans le miroir et ne vois qu'une coquille vide. Malgré mes diplômes et ma carrière, je me sens comme une imposture vivante.",25,French,Self-Worth,adult (30-45),professional,formal,therapy session,Unhealthy,25,16-35 words,je me regarde dans le miroir et ne vois qu'une coquille vide malgré mes diplômes et ma carrière je me sens comme une imposture vivante,[],"['regarder', 'miroir', 'ne', 'voir', 'coquill', 'vide', 'diplôme', 'carrière', 'sentir', 'imposture', 'vivant']",134,0,0,0,0,regarder miroir ne voir coquill vide diplôme carrière sentir imposture vivant,0,0
"Chaque matin, je mets un masque de professionnalisme, mais à l'intérieur, je suis en train de me noyer dans un océan d'autodépréciation.",22,French,Self-Worth,adult (30-45),professional,formal,therapy session,Unhealthy,22,16-35 words,chaque matin je mets un masque de professionnalisme mais à l'intérieur je suis en train de me noyer dans un océan d'autodépréciation,[],"['matin', 'mettre', 'masque', 'professionnalisme', 'intérieur', 'train', 'noyer', 'océan', 'autodépréciation']",132,0,0,0,0,matin mettre masque professionnalisme intérieur train noyer océan autodépréciation,0,0
Comment puis-je continuer à exister quand chaque fibre de mon être me hurle que je ne mérite pas ma place dans ce monde?,23,French,Self-Worth,adult (30-45),professional,formal,therapy session,Unhealthy,23,16-35 words,comment puis-je continuer à exister quand chaque fibre de mon être me hurle que je ne mérite pas ma place dans ce monde?,[],"['comment', 'pouvoir', 'continuer', 'exister', 'fibre', 'hurler', 'ne', 'mérite', 'pas', 'place', 'monde']",120,1,1,0,0,comment pouvoir continuer exister fibre hurler ne mérite pas place monde,0,0
"Je me sens comme une coquille vide. Mes diplômes, mes réalisations, tout semble insignifiant. Je ne mérite même pas l'air que je respire.",23,French,Self-Worth,middle-aged (46-60),university student,neutral,forum post,Unhealthy,23,16-35 words,je me sens comme une coquille vide mes diplômes mes réalisations tout semble insignifiant je ne mérite même pas l'air que je respire,[],"['sentir', 'coquill', 'vide', 'diplôme', 'réalisation', 'sembler', 'insignifiant', 'ne', 'mérite', 'pas', 'air', 'respir']",132,0,0,0,0,sentir coquill vide diplôme réalisation sembler insignifiant ne mérite pas air respir,0,0
"Chaque matin, je me regarde dans le miroir et je vois un échec total. Quarante ans de vie, et qu'ai-je accompli ? Absolument rien.",23,French,Self-Worth,middle-aged (46-60),university student,neutral,forum post,Unhealthy,24,16-35 words,chaque matin je me regarde dans le miroir et je vois un échec total quarante ans de vie et qu'ai-je accompli ? absolument rien,[],"['matin', 'regarder', 'miroir', 'voir', 'échec', 'total', 'quarante', 'an', 'vie', 'accomplir', 'absolument', 'rien']",126,1,1,0,0,matin regarder miroir voir échec total quarante an vie accomplir absolument rien,0,0
"Les autres réussissent si facilement, alors que moi, je lutte pour faire les choses les plus simples. Je suis fondamentalement défectueux.",21,French,Self-Worth,middle-aged (46-60),university student,neutral,forum post,Unhealthy,21,16-35 words,les autres réussissent si facilement alors que moi je lutte pour faire les choses les plus simples je suis fondamentalement défectueux,[],"['réussir', 'facilemer', 'alors', 'lutte', 'faire', 'chose', 'plus', 'simple', 'fondamentalement', 'défectueux']",134,0,0,0,0,réussir facilemer alors lutte faire chose plus simple fondamentalement défectueux,0,0
Je me sens comme une coquille vide. Mes études n'ont plus de sens. Je me demande si quelqu'un remarquerait mon absence dans ce monde.,24,French,Self-Worth,adult (30-45),university student,neutral,text message to friend,Unhealthy,24,16-35 words,je me sens comme une coquille vide mes études n'ont plus de sens je me demande si quelqu'un remarquerait mon absence dans ce monde,[],"['sentir', 'coquill', 'vide', 'étude', 'plus', 'sens', 'demande', 'remarquer', 'absence', 'monde']",130,0,0,0,0,sentir coquill vide étude plus sens demande remarquer absence monde,0,0
"Chaque matin, je mets un masque pour faire semblant d'être normal. Mais à l'intérieur, je suis brisé. Je ne mérite même pas d'être ici.",24,French,Self-Worth,adult (30-45),university student,neutral,text message to friend,Unhealthy,24,16-35 words,chaque matin je mets un masque pour faire semblant d'être normal mais à l'intérieur je suis brisé je ne mérite même pas d'être ici,[],"['matin', 'mettre', 'masque', 'faire', 'sembler', 'normal', 'intérieur', 'briser', 'ne', 'mérite', 'pas', 'ici']",130,0,0,0,0,matin mettre masque faire sembler normal intérieur briser ne mérite pas ici,0,0
"Parfois, je fixe le plafond pendant des heures, paralysé par le sentiment que je ne serai jamais assez bien pour qui que ce soit.",24,French,Self-Worth,adult (30-45),university student,neutral,text message to friend,Unhealthy,24,16-35 words,parfois je fixe le plafond pendant des heures paralysé par le sentiment que je ne serai jamais assez bien pour qui que ce soit,[],"['parfois', 'fixe', 'plafond', 'heure', 'paralyser', 'sentiment', 'ne', 'jamais', 'assez']",126,0,0,0,0,parfois fixe plafond heure paralyser sentiment ne jamais assez,0,0
"Chaque matin, je me regarde dans le miroir et je ne vois qu'un échec professionnel. Mes diplômes semblent être des mensonges qui masquent mon incompétence fondamentale.",26,French,Self-Worth,adult (30-45),professional,formal,anonymous blog post,Unhealthy,26,16-35 words,chaque matin je me regarde dans le miroir et je ne vois qu'un échec professionnel mes diplômes semblent être des mensonges qui masquent mon incompétence fondamentale,[],"['matin', 'regarder', 'miroir', 'ne', 'voir', 'échec', 'professionnel', 'diplôme', 'sembler', 'mensonge', 'masquer', 'incompétence', 'fondamental']",165,0,0,0,0,matin regarder miroir ne voir échec professionnel diplôme sembler mensonge masquer incompétence fondamental,0,0
"Je me sens comme un imposteur dans ma propre vie. Malgré mes accomplissements, cette sensation d'être fondamentalement défectueux ne me quitte jamais.",22,French,Self-Worth,adult (30-45),professional,formal,anonymous blog post,Unhealthy,22,16-35 words,je me sens comme un imposteur dans ma propre vie malgré mes accomplissements cette sensation d'être fondamentalement défectueux ne me quitte jamais,[],"['sentir', 'imposteur', 'propre', 'vie', 'accomplissement', 'sensation', 'fondamentalemer', 'défectueux', 'ne', 'quitte', 'jamais']",147,0,0,0,0,sentir imposteur propre vie accomplissement sensation fondamentalemer défectueux ne quitte jamais,0,0
"Dans les réunions, je souris et hoche la tête, mais à l'intérieur, je me décompose. Cette façade professionnelle cache un vide qui me consume.",24,French,Self-Worth,adult (30-45),professional,formal,anonymous blog post,Unhealthy,24,16-35 words,dans les réunions je souris et hoche la tête mais à l'intérieur je me décompose cette façade professionnelle cache un vide qui me consume,[],"['réunion', 'sourire', 'hoche', 'tête', 'intérieur', 'décomposer', 'façade', 'professionnel', 'cache', 'vide', 'consume']",137,0,0,0,0,réunion sourire hoche tête intérieur décomposer façade professionnel cache vide consume,0,0
"Putain, j'me regarde dans le miroir et tout ce que je vois c'est un échec total. Master, doctorat... tout ça pour quoi ? J'suis qu'une coquille vide qui fait semblant. Même avec tous ces diplômes, j'me sens comme une imposture vivante. Rien n'a de sens.",44,French,Self-Worth,adult (30-45),postgraduate,very informal with slang,diary entry,Unhealthy,45,36-60 words,putain j'me regarde dans le miroir et tout ce que je vois c'est un échec total master doctorat tout ça pour quoi ? j'suis qu'une coquille vide qui fait semblant même avec tous ces diplômes j'me sens comme une imposture vivante rien n'a de sens,[],"['putain', 'regarder', 'miroir', 'voir', 'échec', 'total', 'master', 'doctorat', 'coquill', 'vide', 'faire', 'sembler', 'diplôme', 'sentir', 'imposture', 'vivant', 'rien', 'sens']",243,1,1,0,0,putain regarder miroir voir échec total master doctorat coquill vide faire sembler diplôme sentir imposture vivant rien sens,0,0
"Aujourd'hui encore, j'ai passé des heures à fixer le plafond. Les gens me voient comme quelqu'un qui a 'réussi', mais ils savent pas à quel point je suis brisé à l'intérieur. J'ai envie de disparaître, de m'effacer. Ça serait plus simple pour tout le monde.",45,French,Self-Worth,adult (30-45),postgraduate,very informal with slang,diary entry,Unhealthy,45,36-60 words,aujourd'hui encore j'ai passé des heures à fixer le plafond les gens me voient comme quelqu'un qui a 'réussi' mais ils savent pas à quel point je suis brisé à l'intérieur j'ai envie de disparaître de m'effacer ça serait plus simple pour tout le monde,[],"['encore', 'passer', 'heure', 'fixer', 'plafond', 'gens', 'voir', 'réussir', 'savoir', 'pas', 'quel', 'point', 'briser', 'intérieur', 'envier', 'disparaître', 'effacer', 'plus', 'simple', 'monde']",250,0,0,0,0,encore passer heure fixer plafond gens voir réussir savoir pas quel point briser intérieur envier disparaître effacer plus simple monde,0,0
"À mon âge, je me sens comme une vieille branche inutile dans un arbre plein de vie. Les gens passent devant moi sans me voir. Parfois, je me demande si quelqu'un remarquerait mon absence. Cette solitude me ronge jour après jour, comme une maladie silencieuse.",45,French,Self-Worth,elderly (60+),primary education,neutral,social media post,Unhealthy,45,36-60 words,à mon âge je me sens comme une vieille branche inutile dans un arbre plein de vie les gens passent devant moi sans me voir parfois je me demande si quelqu'un remarquerait mon absence cette solitude me ronge jour après jour comme une maladie silencieuse,[],"['âge', 'sentir', 'vieux', 'branche', 'inutile', 'arbre', 'plein', 'vie', 'gens', 'passer', 'devant', 'voir', 'parfois', 'demande', 'remarquer', 'absence', 'solitude', 'ronger', 'jour', 'jour', 'maladie', 'silencieux']",252,0,0,0,0,âge sentir vieux branche inutile arbre plein vie gens passer devant voir parfois demande remarquer absence solitude ronger jour jour maladie silencieux,0,0
"Soixante ans de vie, et je me sens comme une page blanche, sans histoire à raconter. Mes petits-enfants méritent une grand-mère plus forte, plus présente. Cette sensation d'être un fardeau me suit partout, comme une ombre qui ne me quitte jamais.",41,French,Self-Worth,elderly (60+),primary education,neutral,social media post,Unhealthy,41,36-60 words,soixante ans de vie et je me sens comme une page blanche sans histoire à raconter mes petits-enfants méritent une grand-mère plus forte plus présente cette sensation d'être un fardeau me suit partout comme une ombre qui ne me quitte jamais,[],"['soixant', 'an', 'vie', 'sentir', 'page', 'blanc', 'histoire', 'raconter', 'méritent', 'plus', 'fort', 'plus', 'présente', 'sensation', 'fardeau', 'suivre', 'partout', 'ombre', 'ne', 'quitte', 'jamais']",239,0,0,0,0,soixant an vie sentir page blanc histoire raconter méritent plus fort plus présente sensation fardeau suivre partout ombre ne quitte jamais,0,0
"Je me regarde dans le miroir et je ne vois qu'un échec professionnel. Malgré mes diplômes et mon expérience, je me sens comme une fraude. Cette sensation d'être fondamentalement défectueux me ronge chaque jour. Je ne mérite pas ma place dans ce monde.",43,French,Self-Worth,adult (30-45),professional,formal,therapy session,Unhealthy,43,36-60 words,je me regarde dans le miroir et je ne vois qu'un échec professionnel malgré mes diplômes et mon expérience je me sens comme une fraude cette sensation d'être fondamentalement défectueux me ronge chaque jour je ne mérite pas ma place dans ce monde,[],"['regarder', 'miroir', 'ne', 'voir', 'échec', 'professionnel', 'diplôme', 'expérience', 'sentir', 'fraude', 'sensation', 'fondamentalemer', 'défectueux', 'ronger', 'jour', 'ne', 'mérite', 'pas', 'place', 'monde']",246,0,0,0,0,regarder miroir ne voir échec professionnel diplôme expérience sentir fraude sensation fondamentalemer défectueux ronger jour ne mérite pas place monde,0,0
"Comment puis-je continuer à exercer ma profession quand je me sens si vide à l'intérieur? Mes collègues ne voient que la façade, mais en réalité, je suis paralysé par ce sentiment d'inadéquation. Chaque matin devient un combat pour simplement exister.",40,French,Self-Worth,adult (30-45),professional,formal,therapy session,Unhealthy,40,36-60 words,comment puis-je continuer à exercer ma profession quand je me sens si vide à l'intérieur? mes collègues ne voient que la façade mais en réalité je suis paralysé par ce sentiment d'inadéquation chaque matin devient un combat pour simplement exister,[],"['comment', 'pouvoir', 'continuer', 'exercer', 'profession', 'sentir', 'vide', 'intérieur', 'collègue', 'ne', 'voir', 'façade', 'réalité', 'paralyser', 'sentiment', 'inadéquation', 'matin', 'devenir', 'combat', 'simplement', 'exister']",247,1,1,0,0,comment pouvoir continuer exercer profession sentir vide intérieur collègue ne voir façade réalité paralyser sentiment inadéquation matin devenir combat simplement exister,0,0
"Parfois je me regarde dans le miroir et je ne vois qu'une coquille vide. Je me demande pourquoi je continue, pourquoi je devrais essayer. Les gens disent que ça ira mieux, mais ils ne comprennent pas que je me sens comme un déchet, indigne d'être ici.",46,French,Self-Worth,adult (30-45),high school,casual,anonymous blog post,Unhealthy,46,36-60 words,parfois je me regarde dans le miroir et je ne vois qu'une coquille vide je me demande pourquoi je continue pourquoi je devrais essayer les gens disent que ça ira mieux mais ils ne comprennent pas que je me sens comme un déchet indigne d'être ici,[],"['parfois', 'regarder', 'miroir', 'ne', 'voir', 'coquill', 'vide', 'demande', 'pourquoi', 'continuer', 'pourquoi', 'devoir', 'essayer', 'gens', 'dire', 'aller', 'mieux', 'ne', 'comprendre', 'pas', 'sentir', 'déchet', 'indigne', 'ici']",245,0,0,0,0,parfois regarder miroir ne voir coquill vide demande pourquoi continuer pourquoi devoir essayer gens dire aller mieux ne comprendre pas sentir déchet indigne ici,0,0
"Chaque matin est une bataille pour sortir du lit. Je me sens comme un poids mort pour ma famille, incapable de faire quoi que ce soit correctement. Cette sensation d'être fondamentalement défectueux ne me quitte jamais, comme si j'étais né avec une pièce manquante.",44,French,Self-Worth,adult (30-45),high school,casual,anonymous blog post,Unhealthy,44,36-60 words,chaque matin est une bataille pour sortir du lit je me sens comme un poids mort pour ma famille incapable de faire quoi que ce soit correctement cette sensation d'être fondamentalement défectueux ne me quitte jamais comme si j'étais né avec une pièce manquante,[],"['matin', 'bataille', 'sortir', 'lit', 'sentir', 'poids', 'mort', 'famille', 'incapable', 'faire', 'correctement', 'sensation', 'fondamentalemer', 'défectueux', 'ne', 'quitte', 'jamais', 'naître', 'pièce', 'manquant']",260,0,0,0,0,matin bataille sortir lit sentir poids mort famille incapable faire correctement sensation fondamentalemer défectueux ne quitte jamais naître pièce manquant,0,0
"Chère famille, malgré mes années d'études et mon âge avancé, je me sens comme une coquille vide. Les théories académiques que j'étudie semblent creuses face à ce vide existentiel qui me consume. Ma valeur intellectuelle, jadis source de fierté, paraît désormais insignifiante dans cet océan de désespoir.",47,French,Self-Worth,elderly (60+),university student,highly formal academic,email to family member,Unhealthy,47,36-60 words,chère famille malgré mes années d'études et mon âge avancé je me sens comme une coquille vide les théories académiques que j'étudie semblent creuses face à ce vide existentiel qui me consume ma valeur intellectuelle jadis source de fierté paraît désormais insignifiante dans cet océan de désespoir,[],"['cher', 'famill', 'année', 'étude', 'âge', 'avancé', 'sentir', 'coquill', 'vide', 'théorie', 'académique', 'étudie', 'sembler', 'creux', 'face', 'vide', 'existentiel', 'consume', 'valeur', 'intellectuel', 'jadis', 'source', 'fierté', 'paraître', 'désormais', 'insignifiant', 'océan', 'désespoir']",297,0,0,0,0,cher famill année étude âge avancé sentir coquill vide théorie académique étudie sembler creux face vide existentiel consume valeur intellectuel jadis source fierté paraître désormais insignifiant océan désespoir,0,0
"Je vous écris avec la plus grande difficulté académique pour exprimer mon tourment. À soixante ans, poursuivre mes études universitaires semble futile quand je me sens fondamentalement défectueuse. Cette quête de connaissance ne fait que souligner mon inadéquation profonde avec l'existence.",41,French,Self-Worth,elderly (60+),university student,highly formal academic,email to family member,Unhealthy,41,36-60 words,je vous écris avec la plus grande difficulté académique pour exprimer mon tourment à soixante ans poursuivre mes études universitaires semble futile quand je me sens fondamentalement défectueuse cette quête de connaissance ne fait que souligner mon inadéquation profonde avec l'existence,[],"['écrire', 'plus', 'grand', 'difficulté', 'académique', 'exprimer', 'tourment', 'soixante', 'an', 'poursuivre', 'étude', 'universitaire', 'sembler', 'futile', 'sentir', 'fondamentalement', 'défectueux', 'quête', 'connaissance', 'ne', 'faire', 'souligner', 'inadéquation', 'profond', 'existence']",287,0,0,0,0,écrire plus grand difficulté académique exprimer tourment soixante an poursuivre étude universitaire sembler futile sentir fondamentalement défectueux quête connaissance ne faire souligner inadéquation profond existence,0,0
"Ma chère fille, après quarante ans de carrière réussie, je me sens maintenant comme une coquille vide. Mes diplômes et accomplissements semblent dérisoires. Je me réveille chaque matin en me demandant quelle valeur j'ai vraiment apportée au monde. Le vide en moi grandit jour après jour.",46,French,Self-Worth,elderly (60+),professional,neutral,email to family member,Unhealthy,46,36-60 words,ma chère fille après quarante ans de carrière réussie je me sens maintenant comme une coquille vide mes diplômes et accomplissements semblent dérisoires je me réveille chaque matin en me demandant quelle valeur j'ai vraiment apportée au monde le vide en moi grandit jour après jour,[],"['chère', 'fille', 'quarante', 'an', 'carrière', 'réussir', 'sentir', 'maintenant', 'coquill', 'vide', 'diplôme', 'accomplissement', 'sembler', 'dérisoire', 'réveiller', 'matin', 'demander', 'quel', 'valeur', 'vraiment', 'apporter', 'monde', 'vide', 'grandir', 'jour', 'jour']",281,0,0,0,0,chère fille quarante an carrière réussir sentir maintenant coquill vide diplôme accomplissement sembler dérisoire réveiller matin demander quel valeur vraiment apporter monde vide grandir jour jour,0,0
"Je sais que tu t'inquiètes pour moi, mais comment t'expliquer? Même après toutes ces années d'expérience professionnelle, je me sens comme un imposteur. Cette sensation d'être fondamentalement défectueux ne me quitte plus. Je ne mérite peut-être pas votre amour.",39,French,Self-Worth,elderly (60+),professional,neutral,email to family member,Unhealthy,39,36-60 words,je sais que tu t'inquiètes pour moi mais comment t'expliquer? même après toutes ces années d'expérience professionnelle je me sens comme un imposteur cette sensation d'être fondamentalement défectueux ne me quitte plus je ne mérite peut-être pas votre amour,[],"['savoir', 'inquiète', 'comment', 'expliquer', 'année', 'expérience', 'professionnel', 'sentir', 'imposteur', 'sensation', 'fondamentalemer', 'défectueux', 'ne', 'quitte', 'plus', 'ne', 'mérite', 'pas', 'amour']",257,1,1,0,0,savoir inquiète comment expliquer année expérience professionnel sentir imposteur sensation fondamentalemer défectueux ne quitte plus ne mérite pas amour,0,0
Jsp pourquoi je continue... Chaque matin je me regarde dans le miroir et je vois rien qui vaut la peine. Mes parents disent que jsuis intelligent mais je me sens tellement nul. C'est comme si j'étais un imposteur h24. Même mes succès me donnent envie de pleurer mdr.,48,French,Self-Worth,teenager (13-19),professional,very informal with slang,social media post,Unhealthy,48,36-60 words,jsp pourquoi je continue chaque matin je me regarde dans le miroir et je vois rien qui vaut la peine mes parents disent que jsuis intelligent mais je me sens tellement nul c'est comme si j'étais un imposteur h24 même mes succès me donnent envie de pleurer mdr,[],"['jsp', 'pourquoi', 'continuer', 'matin', 'regarder', 'miroir', 'voir', 'rien', 'valoir', 'peine', 'parent', 'dire', 'jsuis', 'intelligent', 'sentir', 'tellement', 'nul', 'imposteur', 'succès', 'donner', 'envier', 'pleurer', 'mdr']",259,0,0,0,0,jsp pourquoi continuer matin regarder miroir voir rien valoir peine parent dire jsuis intelligent sentir tellement nul imposteur succès donner envier pleurer mdr,0,0
"Parfois je scroll sur Insta pendant des heures juste pour éviter de penser à quel point je suis vide à l'intérieur. Genre, j'ai tout ce qu'il faut sur le papier mais je me sens tellement worthless. C'est ouf comme on peut être mort à l'intérieur et faire semblant.",48,French,Self-Worth,teenager (13-19),professional,very informal with slang,social media post,Unhealthy,48,36-60 words,parfois je scroll sur insta pendant des heures juste pour éviter de penser à quel point je suis vide à l'intérieur genre j'ai tout ce qu'il faut sur le papier mais je me sens tellement worthless c'est ouf comme on peut être mort à l'intérieur et faire semblant,[],"['parfois', 'scroll', 'insta', 'heure', 'juste', 'éviter', 'penser', 'quel', 'point', 'vide', 'intérieur', 'genr', 'falloir', 'papier', 'sentir', 'tellement', 'worthless', 'ouf', 'pouvoir', 'mourir', 'intérieur', 'faire', 'semblant']",260,0,0,0,0,parfois scroll insta heure juste éviter penser quel point vide intérieur genr falloir papier sentir tellement worthless ouf pouvoir mourir intérieur faire semblant,0,0
"je me sens tellement vide... comme si j'étais un fantôme que personne ne peut voir. mes amis vivent leur vie et moi je suis là, coincée derrière un mur invisible. j'ai l'impression que je ne mérite même pas d'exister. pourquoi je suis comme ça? 😢",45,French,Self-Worth,teenager (13-19),primary education,casual,text message to friend,Unhealthy,44,36-60 words,je me sens tellement vide comme si j'étais un fantôme que personne ne peut voir mes amis vivent leur vie et moi je suis là coincée derrière un mur invisible j'ai l'impression que je ne mérite même pas d'exister pourquoi je suis comme ça?,[],"['sentir', 'tellement', 'vide', 'fantôme', 'personne', 'ne', 'pouvoir', 'voir', 'ami', 'vivre', 'vie', 'là', 'coincer', 'derrière', 'mur', 'invisible', 'impression', 'ne', 'mérite', 'pas', 'exister', 'pourquoi']",237,1,1,0,0,sentir tellement vide fantôme personne ne pouvoir voir ami vivre vie là coincer derrière mur invisible impression ne mérite pas exister pourquoi,1,0
des fois je me regarde dans le miroir et je me déteste tellement. c'est comme si la vraie moi était morte et cette personne que je vois n'est qu'une coquille vide. je veux juste disparaître pour toujours. personne ne comprendrait anyway... 💔,42,French,Self-Worth,teenager (13-19),primary education,casual,text message to friend,Unhealthy,41,36-60 words,des fois je me regarde dans le miroir et je me déteste tellement c'est comme si la vraie moi était morte et cette personne que je vois n'est qu'une coquille vide je veux juste disparaître pour toujours personne ne comprendrait anyway,[],"['fois', 'regarder', 'miroir', 'détester', 'tellement', 'vraie', 'mourir', 'personne', 'voir', 'coquill', 'vide', 'vouloir', 'juste', 'disparaître', 'toujours', 'personn', 'ne', 'comprendre', 'anyway']",233,0,0,0,0,fois regarder miroir détester tellement vraie mourir personne voir coquill vide vouloir juste disparaître toujours personn ne comprendre anyway,1,0
"Chaque matin, je me regarde dans le miroir et je ne vois qu'une coquille vide. Mes diplômes, ma carrière, tout semble être un mensonge. Je me sens comme une imposture vivante, indigne de l'espace que j'occupe. Comment les autres ne voient-ils pas à quel point je suis fondamentalement défectueux?",49,French,Self-Worth,adult (30-45),postgraduate,neutral,therapy session,Unhealthy,49,36-60 words,chaque matin je me regarde dans le miroir et je ne vois qu'une coquille vide mes diplômes ma carrière tout semble être un mensonge je me sens comme une imposture vivante indigne de l'espace que j'occupe comment les autres ne voient-ils pas à quel point je suis fondamentalement défectueux?,[],"['matin', 'regarder', 'miroir', 'ne', 'voir', 'coquill', 'vide', 'diplôme', 'carrière', 'sembler', 'mensonge', 'sentir', 'imposture', 'vivant', 'indigne', 'espace', 'occuper', 'comment', 'ne', 'voir', 'pas', 'quel', 'point', 'fondamentalement', 'défectueux']",289,1,1,0,0,matin regarder miroir ne voir coquill vide diplôme carrière sembler mensonge sentir imposture vivant indigne espace occuper comment ne voir pas quel point fondamentalement défectueux,0,0
"Je suis épuisé de prétendre que tout va bien. Mon doctorat, mes réussites professionnelles, rien n'a de sens maintenant. C'est comme si j'étais programmé pour l'échec, peu importe mes efforts. Parfois, disparaître semble être la seule solution logique à cette souffrance.",41,French,Self-Worth,adult (30-45),postgraduate,neutral,therapy session,Unhealthy,41,36-60 words,je suis épuisé de prétendre que tout va bien mon doctorat mes réussites professionnelles rien n'a de sens maintenant c'est comme si j'étais programmé pour l'échec peu importe mes efforts parfois disparaître semble être la seule solution logique à cette souffrance,[],"['épuiser', 'prétendre', 'aller', 'doctorat', 'réussite', 'professionnel', 'rien', 'sens', 'maintenant', 'programmer', 'échec', 'peu', 'importer', 'effort', 'parfois', 'disparaîtr', 'sembler', 'seul', 'solution', 'logique', 'souffrance']",263,0,0,0,0,épuiser prétendre aller doctorat réussite professionnel rien sens maintenant programmer échec peu importer effort parfois disparaîtr sembler seul solution logique souffrance,0,0
"Je me sens comme un échec perpétuel dans mes études. Malgré mes efforts académiques constants, je ne parviens pas à atteindre les standards que mes parents attendent de moi. Cette sensation d'être fondamentalement défectueuse me consume chaque jour davantage. L'excellence scolaire semble toujours hors de portée.",46,French,Self-Worth,teenager (13-19),high school,highly formal academic,text message to friend,Unhealthy,46,36-60 words,je me sens comme un échec perpétuel dans mes études malgré mes efforts académiques constants je ne parviens pas à atteindre les standards que mes parents attendent de moi cette sensation d'être fondamentalement défectueuse me consume chaque jour davantage l'excellence scolaire semble toujours hors de portée,[],"['sentir', 'échec', 'perpétuel', 'étude', 'effort', 'académique', 'constant', 'ne', 'parvenir', 'pas', 'atteindre', 'standard', 'parent', 'attendre', 'sensation', 'fondamentalement', 'défectueux', 'consume', 'jour', 'davantage', 'excellence', 'scolaire', 'sembler', 'toujours', 'hors', 'portée']",308,0,0,0,0,sentir échec perpétuel étude effort académique constant ne parvenir pas atteindre standard parent attendre sensation fondamentalement défectueux consume jour davantage excellence scolaire sembler toujours hors portée,0,0
"La dichotomie entre mon apparence extérieure et mon vide intérieur est frappante. Mes camarades de classe perçoivent une façade studieuse, mais en réalité, je me débats avec un sentiment d'insignifiance profonde. Ma valeur intrinsèque semble inexistante, malgré mes accomplissements académiques.",40,French,Self-Worth,teenager (13-19),high school,highly formal academic,text message to friend,Unhealthy,40,36-60 words,la dichotomie entre mon apparence extérieure et mon vide intérieur est frappante mes camarades de classe perçoivent une façade studieuse mais en réalité je me débats avec un sentiment d'insignifiance profonde ma valeur intrinsèque semble inexistante malgré mes accomplissements académiques,[],"['dichotomie', 'entrer', 'apparence', 'extérieur', 'vide', 'intérieur', 'frapper', 'camarade', 'classe', 'percevoir', 'façade', 'studieux', 'réalité', 'débattre', 'sentiment', 'insignifiance', 'profond', 'valeur', 'intrinsèque', 'sembler', 'inexistant', 'accomplissement', 'académique']",289,0,0,0,0,dichotomie entrer apparence extérieur vide intérieur frapper camarade classe percevoir façade studieux réalité débattre sentiment insignifiance profond valeur intrinsèque sembler inexistant accomplissement académique,0,0
"Eh mon pote... jsuis tellement naze avec moi-même ces temps-ci. Tu vois, après 60 piges de vie pro, j'me sens comme une vieille bagnole rouillée qu'on devrait mettre à la casse. Même mes diplômes et ma carrière, ça vaut plus rien à mes yeux. C'est comme si j'étais devenu un fantôme dans ma propre vie, tu captes? J'me traîne comme une ombre, j'arrive même plus à me regarder dans la glace. Parfois j'me demande si ça vaut encore le coup...",80,French,Self-Worth,elderly (60+),professional,very informal with slang,text message to friend,Unhealthy,80,61-90 words,eh mon pote jsuis tellement naze avec moi-même ces temps-ci tu vois après 60 piges de vie pro j'me sens comme une vieille bagnole rouillée qu'on devrait mettre à la casse même mes diplômes et ma carrière ça vaut plus rien à mes yeux c'est comme si j'étais devenu un fantôme dans ma propre vie tu captes? j'me traîne comme une ombre j'arrive même plus à me regarder dans la glace parfois j'me demande si ça vaut encore le coup,[],"['eh', 'pote', 'jsuis', 'tellement', 'naze', 'temps', 'ci', 'voir', 'pige', 'vie', 'pro', 'sentir', 'vieux', 'bagnole', 'rouiller', 'devoir', 'mettre', 'casse', 'diplôme', 'carrière', 'valoir', 'plus', 'rien', 'oeil', 'étai', 'devenir', 'fantôme', 'propre', 'vie', 'taire', 'capter', 'traîne', 'ombre', 'arriver', 'plus', 'regarder', 'glace', 'parfois', 'demande', 'valoir', 'encore', 'coup']",425,1,1,0,0,eh pote jsuis tellement naze temps ci voir pige vie pro sentir vieux bagnole rouiller devoir mettre casse diplôme carrière valoir plus rien oeil étai devenir fantôme propre vie taire capter traîne ombre arriver plus regarder glace parfois demande valoir encore coup,0,0
